Area,Timestamp,Lat,Lon,Temperature,D.O,pH,Conductivity,B.O.D,Nitrate,Fecalcaliform,Totalcaliform,class
Dakshineswar,2023-10-05,20.296059,85.82454,28.5,6.1,6.1,373,1.58,2,3,0.23,no
Dakshineswar,2023-10-06,19.813382,85.831465,27.0,7.7,7.7,1396,11.84,17,33,0.13,yes
Dakshineswar,2023-10-07,27.2910662,95.6694605,22.25,5.825,6.975,188,2.725,0.1225,,607.0,yes
Dakshineswar,2023-10-08,26.120888,85.36472,23.0,8.1,8.1,873,,,5,0.8,no
Dakshineswar,2023-10-09,21.9857935,73.45558749,26.4166667,7.63333333,7.8725,273.583333,2.275,0.17933333,4.88333333,15.5833333,yes
Dakshineswar,2023-10-10,23.181467,79.986407,23.37,7.58,7.478,355.4,1.6,0.752,,99.6,yes
Dakshineswar,2023-10-11,21.7217973,82.5948779,27.1666667,7.275,7.53333333,271.958333,1.15,1.26483333,,127.333333,yes
Dakshineswar,2023-10-12,16.712118,74.281048,24.5833333,6.425,7.98,302.301667,2.48333333,2.543909091,4.41666667,125.833333,yes
Dakshineswar,2023-10-13,30.031773,78.209476,21.9167,7.825,7.71917,305.083,4.46667,0.08333,800,4466.67,yes
Dakshineswar,2023-10-14,21.2513844,81.6296413,23.8,7.5,7.5,336,1.9,0.6,,995.0,yes
Dakshineswar,2023-10-15,21.8221869,83.926018,27.5,7.54166667,7.95583333,162.166667,1.825,0.42443346,1287.5,2727.5,yes
Dakshineswar,2023-10-16,31.940009,75.247906,10.0,9.0,8.0,84,0.2,0.3,125,909.0,yes
Dakshineswar,2023-10-17,18.951067,72.836893,23.5833333,5.87272727,7.72181818,432.918182,3.83636364,1.2505,5.08333333,148.333333,yes
Dakshineswar,2023-10-18,21.522184,70.457877,27.0,7.6,7.6,1180,0.12,2,2,1.15,yes
Dakshineswar,2023-10-19,26.605735,80.269765,25.5833,8.66667,8.1625,509.967,3.95,1.70408,1700,7750.0,no
Dakshineswar,2023-10-20,22.691585,72.863363,28.0,8.4,8.4,1693,1.36,4,20,0.44,no
Dakshineswar,2023-10-21,24.266667,74.0,22.4545455,6.17727273,8.48545455,625.454545,1.55636364,0.28909091,4.72727273,234.181818,no
Dakshineswar,2023-10-22,9.971475,76.369517,27.5,7.4,7.4,315,3.5,13,71,0.22,yes
Dakshineswar,2023-10-23,19.273911,72.961079,27.4444444,6.01818182,7.40916667,13924.6833,59.0636364,3.082690909,3.5,115.833333,yes
Dakshineswar,2023-10-24,,,10.3,7.9,7.9,248,0.03,6,14,0.13,yes
Dakshineswar,2023-10-25,14.325817,75.771825,28.8333333,7.23333333,8.00583333,470,2.60833333,0.44225,3320,6585.0,no
Dakshineswar,2023-10-26,14.993115,74.047638,28.25,6.95,6.5475,74.7,0.9,0.22,6.75,166.25,yes
Dakshineswar,2023-10-27,22.066674,88.069812,31.0,7.9,7.9,2090,0.15,,,0.3,yes
Dakshineswar,2023-10-28,15.360402,74.106919,26.3333333,7.41666667,6.21416667,75.5666667,1.25,0.405454545,10.5714286,132.727273,no
Dakshineswar,2023-10-29,23.349473,85.335655,24.0333333,7.68333333,6.86666667,,1.75,,255,1500.0,yes
Dakshineswar,2023-10-30,18.8755953,79.4591378,25.0833333,8.11666667,8.15916667,480.7,2.275,0.2625,89.2,1380.0,no
Dakshineswar,2023-10-31,31.37148,75.393681,14.0,7.0,7.0,317,0.8,1.8,133,567.0,yes
Dakshineswar,2023-11-01,19.216198,73.240218,26.0,6.94545455,7.82727273,138.872727,3.33636364,0.76020909,84.5454545,168.636364,yes
Dakshineswar,2023-11-02,21.4668716,83.9811664,26.4166667,7.32727273,7.94166667,202.833333,1.29166667,0.39317113,819.166667,1615.83333,yes
Dakshineswar,2023-11-03,11.725176,77.69558,26.5,7.55833333,8.05833333,336.083333,1.0,0.45916667,1600,1600.0,no
Dakshineswar,2023-11-04,,,26.0,7.2,7.2,870,0.38,,,,yes
Dakshineswar,2023-11-05,10.480662,76.242119,28.0,5.3,5.3,230,5.65,36,225,,no
Dakshineswar,2023-11-06,18.645411,74.226737,25.0416667,5.11416667,8.06083333,1411.96667,6.30833333,0.70583333,215.833333,1225.0,no
Dakshineswar,2023-11-07,22.3594501,82.7500595,26.2818182,6.42727273,7.14545455,,1.36363636,1.30818182,,121.818182,yes
Dakshineswar,2023-11-08,26.2845823,83.506611,23.5,7.64167,8.13167,425.167,2.95833,0.4975,152.5,328.333,no
Dakshineswar,2023-11-09,27.897394,78.088013,20.2571,8.32571,7.43333,205.5,3.69167,0.2825,840,1743.33,yes
Dakshineswar,2023-11-10,27.4924134,77.673673,28.1364,3.78,7.72727,,11.3636,1.38,718000,5877333.0,yes
Dakshineswar,2023-11-11,10.799315,76.752098,25.25,5.8,7.8,666,0.95,0.243333333,992.5,1650.0,yes
Dakshineswar,2023-11-12,25.617167,85.141345,22.0,8.2,8.2,705,,,17,0.6,no
Dakshineswar,2023-11-13,17.416425,78.484138,26.5,1.25,7.63416667,1294.4,49.88,21.87272727,702.2,1600.0,yes
Dakshineswar,2023-11-14,26.264776,82.072706,22.5,7.8,7.8,860,8.66,,,1.48,yes
Dakshineswar,2023-11-15,26.539345,80.48782,,7.1,7.1,3163,5.5,2,2701,1.8,yes
Dakshineswar,2023-11-16,,,24.0,7.2,7.2,507,0.12,,2,0.11,yes
Dakshineswar,2023-11-17,25.552048,87.57186,28.0,6.5,7.75,286,2.65,1.38,1050,2400.0,yes
Dakshineswar,2023-11-18,18.815147,77.162896,26.8333333,6.85833333,7.5,133.3225,3.19166667,0.55430833,251.916667,408.75,yes
Dakshineswar,2023-11-19,19.8018354,85.8185209,27.0833333,12.2833333,8.0275,1103.66667,38.1833333,5.56540725,15230.8333,20346.6667,no
Dakshineswar,2023-11-20,22.484966,88.312224,26.3,7.5,7.5,1280,0.77,,,0.81,yes
Dakshineswar,2023-11-21,28.9844618,77.7064136,20.4,,7.25,738.333,43.5,4.53333,170000,227500.0,yes
Bally Bridge,2023-01-01,24.4701563,93.9393926,23.0,6.75,6.8,302.25,3.1,,,32.5,yes
Bally Bridge,2023-01-02,27.1522901,80.8294746,24.2167,7.06455,8.10333,428.36,3.74,0.06333,13466.7,30833.3,no
Bally Bridge,2023-01-03,24.3151711,76.4635387,26.9545,5.47182,8.15,460.909,1.36727,0.50727,3.45455,26.0909,no
Bally Bridge,2023-01-04,21.456571,72.892669,27.8,5.7,7.9,829.5,2.6,0.3,2250,5175.0,yes
Bally Bridge,2023-01-05,24.7954523,84.9994309,23.0,6.4,7.57,821.333333,2.93333333,,4000,7333.33333,yes
Bally Bridge,2023-01-06,20.9632408,81.8907183,30.3,7.6,7.7,392.3,,1.6,350,37.3,yes
Bally Bridge,2023-01-07,27.1981016,75.881486,30.0,8.0,8.0,725,0.64,4,6,0.51,yes
Bally Bridge,2023-01-08,22.49814,88.310838,27.5,7.8,7.8,872,0.1,,,0.41,yes
Bally Bridge,2023-01-09,,,26.7,7.6,7.6,189,0.23,,,,yes
Bally Bridge,2023-01-10,19.2529872,76.4335092,25.5555556,6.61111111,7.9125,641.544444,4.88888889,1.3999,2.44444444,75.5555556,yes
Bally Bridge,2023-01-11,26.2295193,91.9196948,26.375,7.35,7.425,153,1.85,0.1175,200,363.3333,yes
Bally Bridge,2023-01-12,21.4902509,83.8841732,28.0909091,6.8,7.9925,23242.0833,2.06666667,1.40426871,1893.33333,6147.5,yes
Bally Bridge,2023-01-13,21.064458,72.980171,27.0,4.62,7.18,729,4.0,0.33,900,2300.0,yes
Bally Bridge,2023-01-14,21.2894283,77.918174,21.9166667,5.0475,7.94083333,590.583333,6.625,1.67875,81.6666667,245.0,yes
Bally Bridge,2023-01-15,29.945691,78.164248,19.9583,6.68333,7.62083,195.75,5.58333,0.08333,1150,50916.7,yes
Bally Bridge,2023-01-16,19.811512,85.82758,29.5,7.5,7.5,999,10.31,2,4,0.15,yes
Bally Bridge,2023-01-17,23.5251102,77.8081363,36.0,7.75,7.935,435.667,3.38333,1.34833,3.33333,57.5,yes
Bally Bridge,2023-01-18,22.5334555,88.2996293,26.5833,6.75,7.84167,315.833,4.05,0.29417,164833,247167.0,yes
Bally Bridge,2023-01-19,22.946557,79.194353,25.9090909,7.80833333,8.02333333,201.616667,1.28333333,0.65548271,762.5,1508.33333,no
Bally Bridge,2023-01-20,26.235353,73.009632,28.5,7.6,7.6,13200,0.08,3,6,1.48,yes
Bally Bridge,2023-01-21,19.8046625,85.8188867,28.0,12.0166667,8.24416667,923.675,11.3583333,2.01047075,2564.83333,6465.0,no
Bally Bridge,2023-01-22,26.8028048,84.5169756,24.3333,7.76667,8.11,329.667,2.73333,1.38,1200,2733.33,no
Bally Bridge,2023-01-23,23.4933635,72.7835052,22.0,7.1,8.1,506,4.0,0.47,90,430.0,no
Bally Bridge,2023-01-24,27.0514156,79.913673,25.6667,7.06667,7.81,430.038,5.85,3.78725,2991.67,11775.0,yes
Bally Bridge,2023-01-25,20.7059345,77.0219018,22.0,5.194,7.872,839.8,5.7,2.03616667,178,348.0,yes
Bally Bridge,2023-01-26,19.5975885,77.6916128,20.0,5.715,7.94083333,760.25,5.55833333,1.78191667,33.6666667,96.3333333,yes
Bally Bridge,2023-01-27,26.277995,73.011094,23.0,7.4,7.4,2350,5.89,5,234,1.0,yes
Bally Bridge,2023-01-28,26.2196205,84.3566593,24.0,7.96667,7.98333,391.333,2.7,1.38,1433.33,2733.33,yes
Bally Bridge,2023-01-29,19.391928,72.839732,26.0,7.6,7.6,1044,0.26,22,60,0.42,yes
Bally Bridge,2023-01-30,25.416675,86.129379,24.0,7.8,7.8,856,,,15,0.8,yes
Bally Bridge,2023-01-31,19.455924,73.329604,27.2727273,7.03333333,8.0,130.4675,3.28333333,0.45849167,33.4545455,92.7272727,yes
Bally Bridge,2023-02-01,16.707874,74.98809,31.4583333,9.09166667,7.95666667,754.666667,3.11666667,0.409454545,42.3333333,1600.0,yes
Bally Bridge,2023-02-02,20.462521,85.882989,29.75,7.35,8.04833333,197.083333,2.43333333,0.588942,25475,35583.3333,no
Bally Bridge,2023-02-03,20.3035646,85.8248737,27.0833333,7.66666667,7.9525,200.5,1.7,0.51356817,784.166667,1453.33333,yes
Bally Bridge,2023-02-04,22.4562973,73.0610368,25.0,8.8,8.3,561,2.0,0.38,3,9.0,no
Bally Bridge,2023-02-05,20.851232,72.909243,29.0,8.1,8.1,2234,0.09,3,3,0.17,no
Bally Bridge,2023-02-06,22.946557,79.194353,24.0,8.0,7.6,592.5,1.4,1.3,,38.3,yes
Bally Bridge,2023-02-07,22.8389212,86.2222019,26.2272727,7.39090909,7.49090909,187.2,0.62727273,5.42090909,,,yes
Bally Bridge,2023-02-08,21.136073,72.800206,29.0,8.0,8.0,2033,0.09,400,900,0.009,yes
Bally Bridge,2023-02-09,22.4971107,76.9801476,25.2,6.98333333,7.48583333,335.583333,1.8375,0.47533333,,,yes
Bally Bridge,2023-02-10,16.802686,73.5198,27.9166667,6.75,7.75333333,349.7775,2.6,1.99391667,2.16666667,71.6666667,yes
Bally Bridge,2023-02-11,17.275984,74.200323,22.4333333,5.35,7.92666667,191.5375,5.6,0.38516667,244.583333,1493.75,yes
Bally Bridge,2023-02-12,11.4709508,77.1142816,27.5833333,6.74166667,7.9625,254.666667,0.97666667,0.17808333,129.166667,285.0,yes
Bally Bridge,2023-02-13,30.776132,76.794323,28.0,8.0,8.0,6600,2.67,6,240,1.58,yes
Bally Bridge,2023-02-14,26.2884203,84.2526559,27.875,8.325,7.90333,270.583,2.11667,0.29092,1036.36,13145.5,yes
Bally Bridge,2023-02-15,21.5455841,74.4683333,31.6083333,6.25,7.65083333,567.75,4.88333333,2.15059167,28.1428571,88.5714286,yes
Bally Bridge,2023-02-16,21.8221869,83.926018,25.9166667,7.35833333,7.82583333,249.166667,1.575,0.43058713,296.666667,683.333333,yes
Bally Bridge,2023-02-17,23.0987029,77.5050016,,8.8,7.47,691,5.4,,7,70.0,yes
Bally Bridge,2023-02-18,25.9132489,93.7511268,25.25,5.1,7.725,271,0.8,,,,yes
Bally Bridge,2023-02-19,23.8268406,78.7376236,25.5,7.2,8.3,182.9,1.7,0,2150,12250.0,no
Bally Bridge,2023-02-20,14.325817,75.771825,26.3454545,7.26454545,7.86090909,342.909091,2.22727273,1.35,40.2727273,190.0,yes
Bally Bridge,2023-02-21,27.8867159,76.2833915,30.0,8.1,8.1,2400,0.3,3,4,1.1,no
Bally Bridge,2023-02-22,31.650958,78.475195,6.0,8.0,8.0,288,0.3,0.1,63,493.0,yes
Bally Bridge,2023-02-23,18.2379928,80.3129541,25.5,7.5,7.5,892,22.7,17,1600,0.69,yes
Bally Bridge,2023-02-24,19.444305,72.898069,26.1666667,7.06666667,7.85,139.2975,3.2,0.45459167,73.9166667,147.083333,yes
Bally Bridge,2023-02-25,26.277995,73.011094,22.0,7.5,7.5,2050,3.36,3,7,0.47,yes
Bally Bridge,2023-02-26,28.2088218,76.8445999,28.5,8.2,8.2,930,4.69,3,4,1.04,no
Bally Bridge,2023-02-27,31.1994153,77.745655,11.8636,8.76364,7.52182,64.8,0.40909,0.18727,28,19.2,yes
Bally Bridge,2023-02-28,26.3463713,92.6840426,29.33333,7.566667,6.666667,142,2.966667,0.113333,330,1515.0,yes
Bally Bridge,2023-03-01,21.0076578,75.5626039,31.9777778,5.83333333,7.79888889,444.777778,4.82222222,2.11987778,18.6666667,51.6666667,yes
Bally Bridge,2023-03-02,9.6188401,76.385285,26.625,6.775,6.775,739.5,1.625,0.2,193,381.0,yes
Bally Bridge,2023-03-03,12.0071037,76.3897733,24.75,6.825,8.075,146,1.0,0.171,1600,1600.0,no
Bally Bridge,2023-03-04,22.449089,88.391473,28.5,8.3,8.3,1159,0.04,,,0.996,no
Bally Bridge,2023-03-05,19.067924,73.108024,28.0,8.2,8.2,849,0.45,50,130,0.47,no
Bally Bridge,2023-03-06,18.687818,73.845935,26.5,3.9725,7.63416667,464.066667,8.85833333,0.53,262.916667,1604.16667,yes
Bally Bridge,2023-03-07,15.504515,73.843377,28.25,5.925,6.5675,515.78,1.1,0.175,8.25,168.75,yes
Bally Bridge,2023-03-08,9.32341,76.451728,26.625,7.075,6.94166667,72.1666667,0.51666667,0.24583333,277.5,640.833333,yes
Bally Bridge,2023-03-09,32.5461852,76.0584094,16.375,7.51125,6.695,49.5875,8.0625,0.69075,8.5,118.25,yes
Bally Bridge,2023-03-10,20.4430118,85.7487189,27.6666667,7.63333333,7.99666667,202.2,1.40833333,0.34684438,974.833333,1718.33333,yes
Bally Bridge,2023-03-11,22.595769,88.263639,26.5,7.4,7.4,1380,0.11,,,0.48,yes
Bally Bridge,2023-03-12,13.843781,75.70003,26.8181818,7.01818182,7.41909091,289.454545,2.51818182,1.62,60,239.090909,yes
Bally Bridge,2023-03-13,21.1440674,79.0835141,23.0,5.29333333,7.85583333,541.25,6.175,1.39783333,84.5,235.0,yes
Bally Bridge,2023-03-14,,,25.3,7.6,7.6,389,0.59,9,21,0.21,yes
Bally Bridge,2023-03-15,9.683637,76.336538,26.3,7.0,7.0,133,0.085,340,650,,yes
Bally Bridge,2023-03-16,25.5940947,25.5940947,24.4444,8.37778,8.23444,349.778,2.9,1.71167,5666.67,18777.8,no
Bally Bridge,2023-03-17,25.317645,82.973914,22.3333,7.63333,7.59,250,3.9,1.71167,8000,13000.0,yes
Bally Bridge,2023-03-18,16.368874,74.76932,26.0,7.33333333,8.07,595,1.45090909,7.45166667,670.833333,1303.33333,no
Bally Bridge,2023-03-19,15.357606,75.076259,26.0833333,6.85,8.02416667,245.833333,0.845,3.265,329.833333,738.833333,no
Bally Bridge,2023-03-20,18.9890893,75.7600784,26.1666667,6.60833333,7.93333333,861,4.375,2.422458333,3.58333333,113.083333,yes
Bally Bridge,2023-03-21,16.5061743,80.6480153,27.0,7.1,7.1,1611,0.2,2,800,0.66,yes
Bally Bridge,2023-03-22,26.1703301,91.570327,26.0,7.75,7.25,169,1.125,0.1575,600,1836.667,yes
Bally Bridge,2023-03-23,26.9656041,75.8592052,28.8125,4.10111111,8.54444444,1862.22222,6.58111111,0.95555556,8.33333333,157.666667,no
Bally Bridge,2023-03-24,24.7742245,93.9337378,24.0,4.55,8.1,308.9,4.15,,,117.5,no
Bally Bridge,2023-03-25,21.1458004,79.0881546,21.7272727,5.32909091,7.80363636,688.454545,7.20909091,1.26809091,51.0909091,178.181818,yes
Bally Bridge,2023-03-26,23.368364,85.318145,22.1428571,5.87,7.4,,12.1428571,,230,2400.0,yes
Bally Bridge,2023-03-27,10.806784,76.196485,25.5,6.925,7.5,230.5,0.775,0.546666667,1000,1725.0,yes
Bally Bridge,2023-03-28,21.2440606,81.6504253,19.0833333,5.93166667,7.85166667,572.916667,5.32666667,1.45583333,64.3333333,151.916667,yes
Bally Bridge,2023-03-29,25.5792683,84.7915998,23.2222,8.12222,7.86556,250.889,2.61111,1.38,1055.56,2300.0,yes
Bally Bridge,2023-03-30,31.10581,77.132716,21.7,7.6,7.6,691,5.22,7,33,0.18,yes
Bally Bridge,2023-03-31,26.7465203,94.2025859,23.5,6.35,7.05,106,2.275,0.145,,400.0,yes
Bally Bridge,2023-04-01,,,32.0,8.1,8.1,1077,0.26,2,140,0.85,no
Bally Bridge,2023-04-02,11.3216231,79.5434841,32.0,7.86,8.292,486.7,1.506,0.2148,137,282.0,no
Bally Bridge,2023-04-03,30.694771,79.514147,10.05,9.0,7.785,110.5,4.0,0.2,,,yes
Bally Bridge,2023-04-04,11.2525374,77.8001197,28.1666667,5.1,7.87083333,500.833333,1.79916667,0.21225,176.666667,369.166667,yes
Bally Bridge,2023-04-05,10.536403,76.198659,27.3,6.1,6.1,99,2.04,110,400,0.005,no
Bally Bridge,2023-04-06,26.2599654,92.2630392,27.7,7.05,7.55,111,1.625,0.1125,233.3333,486.6667,yes
Bally Bridge,2023-04-07,22.61681,88.402895,28.0,7.2,7.2,992,0.14,,,0.03,yes
Bally Bridge,2023-04-08,23.5517884,74.4122575,29.0909091,3.467,8.01909091,1213.63636,6.19090909,0.49818182,6,394.363636,no
Bally Bridge,2023-04-09,10.403773,76.21611,28.125,6.275,6.75,76.5,1.2,0.155,72.5,207.5,yes
Bally Bridge,2023-04-10,30.904486,77.096736,24.0,8.0,8.0,583,1.3,1.2,30,86.0,yes
Bally Bridge,2023-04-11,12.21052,75.44031,26.125,7.675,7.225,44,0.975,0.275,28.5,148.0,yes
Bally Bridge,2023-04-12,31.708165,76.931367,16.0,9.0,8.0,155,0.5,0.7,445,1855.0,yes
Bally Bridge,2023-04-13,20.411442,72.833454,28.2222222,5.02222222,8.29555556,12771.1111,4.11111111,1.48366667,7.44444444,29.6666667,no
Bally Bridge,2023-04-14,26.899033,75.764292,28.0,7.8,7.8,920,0.58,3,4,0.57,yes
Bally Bridge,2023-04-15,18.529834,73.860527,26.25,1.84285714,7.67916667,428.783333,16.85,0.96166667,289.583333,1733.33333,yes
Bally Bridge,2023-04-16,23.3883003,85.3229992,25.0,7.27143,7.5,,3.42857,,,,yes
Bally Bridge,2023-04-17,21.2148488,86.1241362,27.8181818,7.32727273,7.81,161,1.57272727,0.39729982,3772.72727,7209.09091,yes
Bally Bridge,2023-04-18,20.411442,72.833454,29.1428571,6.71428571,7.74285714,218.142857,5.0,1.30925,,,yes
Bally Bridge,2023-04-19,17.0005383,81.8040344,25.5916667,6.41666667,7.74,247.666667,1.1,1.49333333,3.08333333,428.416667,yes
Bally Bridge,2023-04-20,28.539957,77.343996,23.0,7.3,7.3,375,0.24,,,,yes
Bally Bridge,2023-04-21,22.927422,88.377346,27.5,7.1,7.1,388,0.07,,,0.09,yes
Bally Bridge,2023-04-22,23.7483096,86.7058637,32.875,7.1,7.5625,,2.575,,,,yes
Bally Bridge,2023-04-23,22.7858974,88.3712795,27.0,7.74167,7.81667,287.492,2.1,0.43,84666.7,128333.0,yes
Bally Bridge,2023-04-24,25.547934,87.565149,28.0,7.5,7.5,672,,,17,0.9,yes
Bally Bridge,2023-04-25,19.692541,72.851699,27.5454545,6.98181818,8.31818182,211.5,3.62727273,0.44192727,46.5454545,90.4545455,no
Bally Bridge,2023-04-26,23.3710229,85.3279582,,6.72,6.5,,2.58,,,,yes
Bally Bridge,2023-04-27,26.7271012,88.3952861,25.7273,7.16364,6.96182,148.382,3.34545,0.32545,99818.2,179273.0,yes
Bally Bridge,2023-04-28,27.883744,79.912245,30.0,7.3,7.3,3280,0.24,3,7,0.81,yes
Bally Bridge,2023-04-29,25.374756,86.473525,24.0,7.7,7.7,637,,,12,0.9,yes
Bally Bridge,2023-04-30,32.597574,75.985873,15.0,9.0,8.0,158,0.5,0.4,7,106.0,yes
Bally Bridge,2023-05-01,15.527651,73.79191,30.5,6.2,6.2,256,0.73,4,150,,no
Bally Bridge,2023-05-02,18.401288,79.18448,26.5,7.7,7.7,927,9.8,21,1600,1.93,yes
Bally Bridge,2023-05-03,21.2513844,81.6296413,24.0,7.6,7.5,330.3,1.6,0.5,,820.0,yes
Bally Bridge,2023-05-04,17.243898,76.155441,28.5833333,5.265,7.9975,968.266667,5.28333333,0.525,214.416667,1485.41667,yes
Bally Bridge,2023-05-05,28.354086,78.267548,18.3143,8.40857,7.385,196.167,2.75833,0.21333,673.333,1376.67,yes
Bally Bridge,2023-05-06,28.669156,77.453758,21.4,7.4,7.4,544,1.29,,,0.64,yes
Bally Bridge,2023-05-07,24.803241,84.999707,22.0,8.6,8.6,493,,,3,0.6,no
Bally Bridge,2023-05-08,26.6738851,92.8577104,24.0,8.85,7.25,94,1.325,0.1,120,767.0,yes
Bally Bridge,2023-05-09,25.6245864,86.1449818,21.25,7.225,7.8,446,3.0,,1725,3500.0,yes
Bally Bridge,2023-05-10,25.317645,82.973914,27.2,7.2,7.2,304,1.74,,,,yes
Bally Bridge,2023-05-11,30.776132,76.794323,24.0,8.6,8.6,12100,1.5,6,52,0.69,no
Bally Bridge,2023-05-12,10.932825,75.934305,28.0,4.55,6.85,98,0.6,0.11,167.5,347.5,yes
Bally Bridge,2023-05-13,30.145947,78.599293,18.3143,8.58571,8.02143,135.286,1.0,0.05714,650,3200.0,no
Bally Bridge,2023-05-14,8.6077423,77.005465,27.5,6.2,6.2,223,1.35,60,235,0.01,no
Bally Bridge,2023-05-15,20.822159,72.982171,29.5,6.005,7.69,18864.5,3.55,3.12,900,2450.0,yes
Bally Bridge,2023-05-16,23.232421,87.861479,31.5,6.6,6.6,1187,0.41,,,0.33,yes
Bally Bridge,2023-05-17,,,15.0,6.6,6.6,226,0.16,4,9,,yes
Bally Bridge,2023-05-18,26.4465698,85.9074525,24.0,7.6,7.64,217.5,2.7,1.38,800,1750.0,yes
Bally Bridge,2023-05-19,13.3200519,79.585628,22.0,7.4,7.4,1737,19.0,6,12,0.93,yes
Bally Bridge,2023-05-20,13.1857721,79.8576828,,6.00833333,8.17166667,561.916667,2.16666667,0.15166667,2085.83333,3974.16667,no
Bally Bridge,2023-05-21,21.0076578,75.5626039,31.4285714,6.48571429,7.79,482.142857,4.28571429,1.96288571,18.8,45.8,yes
Bally Bridge,2023-05-22,26.3991195,87.2568579,26.5,7.0,7.6,332,2.95,1.38,900,1950.0,yes
Bally Bridge,2023-05-23,14.595005,78.757007,25.53,6.67222222,7.98,783.2,2.67,0.69,125.5,1008.0,yes
Bally Bridge,2023-05-24,19.813382,85.831465,28.0,7.6,7.6,1246,6.75,3,5,0.12,yes
Bally Bridge,2023-05-25,11.093394,77.843517,28.5,5.6,7.71416667,475.083333,1.705,0.24741667,387.5,673.333333,yes
Bally Bridge,2023-05-26,11.8744775,75.3703662,29.0,7.45,7.35,50.75,0.95,0.153333333,75.5,282.5,yes
Bally Bridge,2023-05-27,28.669156,77.453758,21.0,7.4,7.4,847,0.08,,,0.6,yes
Bally Bridge,2023-05-28,13.843781,75.70003,25.25,7.175,7.38583333,202.916667,1.59166667,1.4585,36.0833333,160.833333,yes
Bally Bridge,2023-05-29,26.0377772,76.3521514,26.0,5.64267,7.95583,472.5,1.0225,0.61667,3.08333,6.16667,yes
Bally Bridge,2023-05-30,23.850278,86.777778,34.25,7.45,7.4875,,1.2875,,,,yes
Bally Bridge,2023-05-31,,,18.0,6.0,6.0,195,5.0,51,72,0.1,no
Bally Bridge,2023-06-01,8.933913,77.27804,27.0,6.25833333,7.57066667,200.358333,2.0375,1.41583333,143.333333,298.333333,yes
Bally Bridge,2023-06-02,,,26.5,7.7,7.7,293,1.22,4,60,,yes
Bally Bridge,2023-06-03,,,23.0,8.3,8.3,1828,4.36,4,55,,no
Bally Bridge,2023-06-04,22.557717,22.557717,31.5,7.6,7.6,1854,0.09,2,4,0.34,yes
Bally Bridge,2023-06-05,27.1981016,75.881486,30.5,8.1,8.1,585,1.38,4,6,0.46,no
Bally Bridge,2023-06-06,11.5424566,76.0272233,23.875,6.65,6.5,25.25,0.75,0.08,6,40.25,yes
Bally Bridge,2023-06-07,27.4988735,76.7020164,32.0,7.2,7.2,880,0.78,4,14,0.4,yes
Bally Bridge,2023-06-08,31.412255,76.852727,14.0,10.0,8.0,225,0.2,0.6,159,1586.0,yes
Bally Bridge,2023-06-09,31.36384,75.137025,17.0,7.0,7.0,320,0.65,1.8,185,725.0,yes
Bally Bridge,2023-06-10,19.295233,72.85439,26.0,8.1,8.1,2104,0.93,47,68,0.64,no
Bally Bridge,2023-06-11,17.2472528,80.1514446,20.3333333,6.09166667,7.27916667,118.666667,0.48333333,0.098,2,200.0,yes
Bally Bridge,2023-06-12,21.2148488,86.1248967,28.1818182,7.57272727,8.10727273,241.454545,1.20909091,0.27840282,1256.36364,2798.18182,no
Bally Bridge,2023-06-13,,,18.0,6.5,6.5,84,4.0,20,26,0.03,yes
Bally Bridge,2023-06-14,31.79903,78.64342,6.0,8.0,8.0,268,0.4,0.1,76,421.0,yes
Bally Bridge,2023-06-15,26.464155,84.4429,23.0,8.0,8.0,826,,,7,0.9,yes
Bally Bridge,2023-06-16,,,20.0,7.6,7.6,529,2.52,4,26,0.74,yes
Bally Bridge,2023-06-17,20.966734,72.963288,27.0,7.56666667,7.67833333,1291.16667,10.0,0.33866667,23,76.6666667,yes
Bally Bridge,2023-06-18,25.5110487,85.3084516,24.625,8.375,8.275,326.875,2.8,1.71167,2675,7312.5,no
Bally Bridge,2023-06-19,15.155386,73.947209,27.5,6.24545455,6.345,245.133333,1.80833333,0.3125,7.42857143,134.545455,no
Bally Bridge,2023-06-20,20.2960587,85.8245398,28.6666667,7.59166667,7.85,150.091667,1.71666667,0.65538571,2683.33333,5433.33333,yes
Bally Bridge,2023-06-21,25.617167,85.141345,22.0,7.4,7.4,730,,,11,0.6,yes
Bally Bridge,2023-06-22,,,18.0,7.7,7.7,257,1.17,920,2400,0.37,yes
Bally Bridge,2023-06-23,26.458264,74.6362,23.0,7.3,7.3,3950,1.24,4,14,0.62,yes
Bally Bridge,2023-06-24,9.555005,76.317595,26.3,6.8,6.8,173,3.93,550,1150,,yes
Bally Bridge,2023-06-25,20.2960587,85.8245398,29.0833333,7.025,7.70666667,202.383333,2.11666667,1.29443238,2957.5,6315.83333,yes
Bally Bridge,2023-06-26,19.0809075,79.5603439,26.5833333,5.74166667,8.065,477.25,2.15,1.775,14.4166667,187.666667,no
Bally Bridge,2023-06-27,22.882515,88.014097,30.3181818,12.02,8.23545455,742.545455,10.8090909,0.37003,29581.8182,42563.6364,no
Bally Bridge,2023-06-28,28.838648,78.773329,25.25,7.4,7.4,225,5.8,,320,,yes
Bally Bridge,2023-06-29,26.2884203,84.2526559,29.5417,6.275,7.95917,456.833,3.85,1.96733,6409.09,53000.0,yes
Bally Bridge,2023-06-30,19.518231,72.850182,26.9090909,6.825,8.15833333,313.0925,4.0,0.49365,48.8181818,99.0909091,no
